date,new_daily_cases,confirmed and probable,active,recovered,deaths,new_daily_deaths,total_hospital,total_ICU,active_hospital,active_ICU,test to date,test_daily_diff,active_non_ICU,daily_recovery
03/01/2020,0,0,0,,0,,,,,,,,0,
03/02/2020,0,0,0,,0,,,,,,,,0,
03/03/2020,0,0,0,,0,0,,,,,,,0,0
03/04/2020,0,0,0,,0,0,,,,,,,0,0
03/05/2020,0,0,0,,0,0,,,,,97,,0,0
03/06/2020,0,0,0,,0,0,,,,,403,306,0,0
03/07/2020,0,0,0,,0,0,,,,,,,0,0
03/08/2020,0,0,0,,0,0,,,,,,,0,0
03/09/2020,0,0,0,,0,0,,,,,,,0,0
03/10/2020,0,0,0,,0,0,,,,,,,0,0
03/11/2020,0,0,0,,0,0,,,,,,,0,0
03/12/2020,3,3,3,,0,0,,,,,403,0,0,0
03/13/2020,1,4,4,,0,0,,,,,403,0,0,0
03/14/2020,0,4,4,,0,0,,,,,403,0,0,0
03/15/2020,3,7,7,,0,0,,,,,2280,1877,0,0
03/16/2020,1,8,8,,0,0,,,,,2912,632,0,0
03/17/2020,7,15,15,,0,0,,,,,3270,358,0,0
03/18/2020,2,17,17,,0,0,,,,,3534,264,0,0
03/19/2020,0,17,17,,0,0,,,,,3534,0,0,0
03/20/2020,0,17,17,,0,0,,,,,3801,267,0,0
03/21/2020,2,19,19,,0,0,,,,,4245,444,0,0
03/22/2020,1,20,20,,0,0,,,,,4245,0,0,0
03/23/2020,0,20,20,,0,0,,,,,4520,275,0,0
03/24/2020,1,21,21,,0,0,,,,,4801,281,0,0
03/25/2020,14,35,35,,0,0,,,1,,5606,805,1,0
03/26/2020,1,36,36,,0,0,,,1,,6303,697,1,0
03/27/2020,3,39,38,,1,1,,,0,,6303,0,0,0
03/28/2020,25,64,63,,1,0,,,1,,7147,844,1,0
03/29/2020,8,72,71,,1,0,,,0,,8550,1403,0,0
03/30/2020,24,96,93,2,1,0,,,4,,8914,364,4,2
03/31/2020,7,103,98,4,1,0,,,3,,10044,1130,3,2
04/01/2020,24,127,123,4,0,-1,,,4,,11327,1283,4,0
04/02/2020,40,167,156,11,0,0,,,5,,11952,625,5,7
04/03/2020,15,182,169,11,2,2,,,9,,12514,562,9,0
04/04/2020,12,194,175,17,2,0,,,10,,12988,474,10,6
04/05/2020,9,203,184,17,2,0,,,11,,13486,498,11,0
04/06/2020,1,204,181,21,2,0,,,11,,14280,794,11,4
04/07/2020,3,207,183,21,3,1,,,12,,14708,428,12,0
04/08/2020,14,221,149,69,3,0,,,12,,15259,551,12,48
04/09/2020,3,224,145,76,3,0,,,11,,15259,0,11,7
04/10/2020,6,230,134,92,4,1,,,10,,16220,961,10,16
04/11/2020,13,243,143,96,4,0,,,8,,16383,163,8,4
04/12/2020,-1,242,142,96,4,0,,,8,4,17221,838,4,0
04/13/2020,4,246,143,99,4,0,,,8,4,17245,24,4,3
04/14/2020,0,246,143,99,4,0,,,9,4,17709,464,5,0
04/15/2020,0,246,133,108,5,1,,,9,4,17902,193,5,9
04/16/2020,4,250,124,121,5,0,,,8,4,18349,447,4,13
04/17/2020,0,250,113,132,5,0,,,8,4,18856,507,4,11
04/18/2020,3,253,108,140,5,0,,,7,4,19193,337,3,8
04/19/2020,0,253,105,143,5,0,,,8,5,19744,551,3,3
04/20/2020,1,254,104,144,6,1,,,8,5,20012,268,3,1
04/21/2020,1,255,99,150,6,0,,,7,4,20319,307,3,6
04/22/2020,2,257,97,154,6,0,,,7,3,21061,742,4,4
04/23/2020,5,262,82,174,6,0,,,7,2,21387,326,5,20
04/24/2020,1,263,61,196,6,0,,,7,3,22172,785,4,22
04/25/2020,4,267,62,199,6,0,,,7,2,22598,426,5,3
04/26/2020,4,271,66,199,6,0,,,8,2,23167,569,6,0
04/27/2020,1,272,61,205,6,0,,,7,2,23543,376,5,6
04/28/2020,0,272,57,209,6,0,,,7,2,23857,314,5,4
04/29/2020,1,273,54,213,6,0,,,5,0,24304,447,5,4
04/30/2020,2,275,49,220,6,0,,,5,0,24723,419,5,7
05/01/2020,4,279,38,235,6,0,,,5,0,25502,779,5,15
05/02/2020,1,280,38,236,6,0,,,6,0,26169,667,6,1
05/03/2020,1,281,38,237,6,0,,,5,0,26806,637,5,1
05/04/2020,0,281,37,238,6,0,,,5,0,27446,640,5,1
05/05/2020,1,282,37,238,7,1,,,4,0,27775,329,4,0
05/06/2020,2,284,35,242,7,0,,,5,0,28294,519,5,4
05/07/2020,-1,283,33,243,7,0,,,5,0,28810,516,5,1
05/08/2020,1,284,30,247,7,0,,,5,0,29343,533,5,4
05/09/2020,0,284,30,247,7,0,,,4,0,30014,671,4,0
05/10/2020,3,287,33,247,7,0,,,4,1,30647,633,3,0
05/11/2020,2,289,35,247,7,0,,,4,1,31029,382,3,0
05/12/2020,1,290,32,251,7,0,,,4,1,31440,411,3,4
05/13/2020,0,290,32,251,7,0,,,4,1,31946,506,3,0
05/14/2020,-1,289,30,252,7,0,,,4,1,32244,298,3,1
05/15/2020,0,289,28,254,7,0,,,3,1,33045,801,2,2
05/16/2020,0,289,25,257,7,0,,,2,1,33953,908,1,3
05/17/2020,0,289,25,257,7,0,,,2,1,34715,762,1,0
05/18/2020,1,290,26,257,7,0,,,1,0,35200,485,1,0
05/19/2020,0,290,26,257,7,0,,,1,0,35578,378,1,0
05/20/2020,0,290,23,260,7,0,,,1,0,35820,242,1,3
05/21/2020,0,290,18,265,7,0,,,1,0,36402,582,1,5
05/22/2020,2,292,18,267,7,0,,,1,0,37272,870,1,2
05/23/2020,0,292,17,268,7,0,,,0,0,37870,598,0,1
05/24/2020,0,292,17,268,7,0,,,0,0,38599,729,0,0
05/25/2020,0,292,17,268,7,0,,,0,0,38962,363,0,0
05/26/2020,0,292,16,269,7,0,,,0,0,39321,359,0,1
05/27/2020,0,292,14,271,7,0,,,0,0,40466,1145,0,2
05/28/2020,2,294,14,273,7,0,,,0,0,41191,725,0,2
05/29/2020,0,294,14,273,7,0,,,0,0,42306,1115,0,0
05/30/2020,0,294,9,278,7,0,,,0,0,43008,702,0,5
5/31/2020,1,295,10,278,7,0,,,0,0,43886,878,0,0
06/01/2020,0,295,10,278,7,0,,,0,0,44692,806,0,0
06/02/2020,2,297,12,278,7,0,,,0,0,45099,407,0,0
06/03/2020,1,298,9,282,7,0,,,0,0,45802,703,0,4
06/04/2020,0,298,7,284,7,0,,,0,0,46701,899,0,2
06/05/2020,2,300,9,284,7,0,,,0,0,47372,671,0,0
06/06/2020,0,300,9,284,7,0,,,0,0,47372,0,0,0
06/07/2020,0,300,9,284,7,0,,,0,0,47372,0,0,0
06/08/2020,0,300,9,284,7,0,,,0,0,49591,2219,0,0
06/09/2020,0,300,8,285,7,0,,,0,0,50088,497,0,1
06/10/2020,0,300,8,285,7,0,,,0,0,50726,638,0,0
06/11/2020,0,300,7,286,7,0,,,0,0,51460,734,0,1
06/12/2020,1,301,5,289,7,0,,,0,0,52255,795,0,3
06/13/2020,2,303,6,289,7,0,,,,,52255,0,0,0
06/14/2020,1,304,8,289,7,0,,,,,52255,0,0,0
06/15/2020,0,304,5,292,7,0,,,0,0,54381,2126,0,3
06/16/2020,0,304,5,292,7,0,,,0,0,54614,233,0,0
06/17/2020,2,306,6,293,7,0,,,0,0,55097,483,0,1
06/18/2020,2,308,8,293,7,0,,,0,0,55743,646,0,0
06/19/2020,3,311,11,293,7,0,,,0,0,56317,574,0,0
06/20/2020,2,313,13,293,7,0,,,0,0,56317,0,0,0
06/21/2020,0,313,13,293,7,0,,,0,0,56317,0,0,0
06/22/2020,1,314,14,293,7,0,,,0,0,58221,1904,0,0
06/23/2020,0,314,14,293,7,0,,,0,0,58801,580,0,0
06/24/2020,1,315,15,293,7,0,,,0,0,59357,556,0,0
06/25/2020,1,316,15,294,7,0,,,0,0,59834,477,0,1
06/26/2020,2,318,11,300,7,0,,,0,0,60775,941,0,6
06/27/2020,4,322,15,300,7,0,,,0,0,61565,790,0,0
06/28/2020,0,322,15,300,7,0,,,0,0,62585,1020,0,0
06/29/2020,2,324,17,300,7,0,,,0,0,63056,471,0,0
06/30/2020,1,325,18,300,7,0,,,0,0,63309,253,0,0
07/01/2020,0,325,18,300,7,0,,,0,0,63817,508,0,0
07/02/2020,0,325,16,302,7,0,,,0,0,64329,512,0,2
07/03/2020,0,325,16,302,7,0,,,0,0,64968,287,0,0
07/04/2020,0,325,16,302,7,0,,,0,0,65255,678,0,0
07/05/2020,0,325,16,302,7,0,,,0,0,65933,784,0,0
07/06/2020,0,325,14,304,7,0,,,0,0,66717,289,0,2
07/07/2020,0,325,11,307,7,0,,,0,0,67006,612,0,3
07/08/2020,0,325,6,312,7,0,,,0,0,67618,397,0,5
07/09/2020,0,325,4,314,7,0,,,0,0,68015,1021,0,2
07/10/2020,0,325,4,314,7,0,,,0,0,69036,798,0,0
07/11/2020,0,325,4,314,7,0,,,0,0,69834,1149,0,0
07/12/2020,0,325,4,314,7,0,,,0,0,70983,573,0,0
07/13/2020,0,325,1,317,7,0,,,0,0,71559,244,0,3
07/14/2020,5,330,5,318,7,0,,,0,0,71803,505,0,1
07/15/2020,0,330,5,318,7,0,,,0,0,72308,734,0,0
07/16/2020,1,331,6,318,7,0,,,0,0,73042,843,0,0
07/17/2020,5,336,11,318,7,0,,,0,0,73885,384,0,0
07/18/2020,1,337,12,318,7,0,,,0,0,74269,1390,0,0
07/19/2020,6,343,18,318,7,0,,,0,0,75659,695,0,0
07/20/2020,11,354,29,318,7,0,,,1,1,76354,1197,0,0
07/21/2020,12,366,41,318,7,0,,,1,1,77551,722,0,0
07/22/2020,8,374,49,318,7,0,,,1,1,78273,1273,0,0
07/23/2020,1,375,49,319,7,0,,,1,1,79546,1640,0,1
07/24/2020,9,384,58,319,7,0,,,2,2,81186,1393,0,0
07/25/2020,4,388,62,319,7,0,,,2,2,82579,1581,0,0
07/26/2020,6,394,68,319,7,0,,,2,2,84160,808,0,0
07/27/2020,6,400,74,319,7,0,,,3,2,84967,808,1,0
07/28/2020,5,405,78,319,8,1,,,3,2,85702,735,1,0
07/29/2020,2,407,74,325,8,0,,,6,4,86367,665,2,6
07/30/2020,2,409,76,325,8,0,,,6,4,87548,1181,2,0
07/31/2020,6,415,70,337,8,0,,,6,5,88621,1073,1,12
08/01/2020,2,417,72,337,8,0,,,5,,90424,1803,5,0
08/02/2020,18,435,90,337,8,0,,,6,5,91778,1354,1,0
08/03/2020,7,442,92,337,8,0,,,6,5,92868,1090,1,0
08/04/2020,0,442,93,341,8,0,,,9,4,93995,1127,5,4
08/05/2020,2,444,94,342,8,0,,,9,5,94984,989,4,1
08/06/2020,30,474,118,348,8,0,,,10,5,95547,563,5,6
08/07/2020,17,491,132,351,8,0,,,9,3,96999,1452,6,3
08/08/2020,16,507,148,351,8,0,,,9,3,100074,3075,6,0
08/09/2020,35,542,182,352,8,0,,,6,3,100830,756,3,1
08/10/2020,16,558,196,354,8,0,,,6,3,103782,2952,3,2
08/11/2020,4,562,194,360,8,0,,,5,3,104841,1059,2,6
08/12/2020,16,578,202,368,8,0,,,5,3,105661,820,2,8
08/13/2020,25,603,218,377,8,0,,,7,3,108211,2550,4,9
08/14/2020,40,643,246,389,8,0,,,9,3,110492,2281,6,12
08/15/2020,20,663,211,443,9,1,,,9,3,112283,1791,6,54
08/16/2020,34,697,205,483,9,0,,,9,3,113952,1669,6,40
08/17/2020,34,731,232,490,9,0,,,11,3,115963,2011,8,7
08/18/2020,17,748,235,502,11,2,,,8,2,116990,1027,6,12
08/19/2020,15,763,223,528,12,1,,,6,2,118364,1374,4,26
08/20/2020,33,796,247,537,12,0,,,6,2,119210,846,4,9
08/21/2020,34,830,265,553,12,0,,,5,1,122291,3081,4,16
08/22/2020,42,872,290,570,12,0,,,6,1,124140,1849,5,17
08/23/2020,96,968,380,576,12,0,,,7,1,125300,1160,6,6
08/24/2020,25,993,395,586,12,0,,,6,1,127149,1849,5,10
